Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Pool Area,Pool QC,Fence,Misc Feature,Mo Sold,Yr Sold,Sale Type,SalePrice,BsmtBaths,Baths,HasPorch,TotalPorchArea,Property_age
1016,20,RL,0.0,47280,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,TA,TA,CBlock,TA,TA,No,1488.0,1488.0,GasA,Gd,Y,SBrkr,1488,0,0,1488,3,1,TA,6,Typ,1,TA,Attchd,1950.0,RFn,2.0,738.0,TA,TA,Y,0,None,None,None,7,2008,WD ,133000,0.0,3,1,180,58
2436,60,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,783.0,783.0,GasA,Ex,Y,SBrkr,807,702,0,1509,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2.0,393.0,TA,TA,Y,0,None,None,None,7,2006,WD ,180000,0.0,3,1,75,3
1607,20,RL,60.0,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,207.0,845.0,GasA,Gd,Y,SBrkr,845,0,0,845,3,1,Gd,6,Typ,0,None,Attchd,1982.0,Unf,1.0,264.0,TA,TA,Y,0,None,None,None,7,2008,WD ,134500,0.0,1,0,0,26
2337,60,RL,66.0,13682,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,1410.0,1410.0,GasA,Ex,Y,SBrkr,1426,1519,0,2945,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,641.0,TA,TA,Y,0,None,None,None,10,2006,New,438780,0.0,4,1,229,0
1233,80,RL,101.0,9150,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,728.0,1099.0,GasA,Gd,Y,SBrkr,1431,0,0,1431,3,1,TA,6,Typ,1,Gd,Basment,1962.0,RFn,1.0,296.0,TA,TA,Y,0,None,None,None,12,2008,WD ,165000,1.0,1,1,174,46
419,20,RL,65.0,7150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,460.0,892.0,GasA,TA,Y,SBrkr,892,0,0,892,3,1,TA,5,Typ,0,None,Attchd,1967.0,RFn,1.0,288.0,TA,TA,Y,0,None,GdWo,None,7,2009,WD ,100000,0.0,1,0,0,42
633,20,RL,0.0,12285,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,785.0,1329.0,GasA,Gd,Y,SBrkr,1329,0,0,1329,3,1,TA,5,Typ,2,Gd,Attchd,1960.0,Unf,2.0,441.0,TA,TA,Y,0,None,None,None,8,2009,WD ,176000,0.0,2,1,203,49
2722,20,RL,102.0,17920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,372.0,1763.0,GasA,TA,Y,SBrkr,1779,0,0,1779,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2.0,454.0,TA,TA,Y,0,None,None,None,7,2006,WD ,170000,1.0,2,1,730,51
469,120,RL,53.0,3684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,1373.0,1373.0,GasA,Ex,Y,SBrkr,1555,0,0,1555,2,1,Gd,7,Typ,1,TA,Attchd,2007.0,Fin,3.0,660.0,TA,TA,Y,0,None,None,None,6,2009,WD ,174000,0.0,2,1,163,2
1365,50,RM,62.0,7006,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,647.0,768.0,GasA,TA,Y,SBrkr,788,448,0,1236,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,1.0,384.0,TA,TA,Y,0,None,MnPrv,None,8,2008,WD ,127000,1.0,2,0,0,83
1098,60,RL,77.0,8390,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,831.0,831.0,GasA,Ex,Y,SBrkr,873,778,0,1651,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2.0,450.0,TA,TA,Y,0,None,None,None,5,2008,WD ,185900,0.0,3,1,103,9
711,30,RM,50.0,5784,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,190.0,190.0,GasA,Gd,Y,FuseA,886,0,0,886,2,1,TA,4,Typ,0,None,Attchd,1938.0,Unf,1.0,273.0,TA,TA,Y,0,None,None,None,12,2009,WD ,91300,0.0,1,1,244,71
2808,20,RL,70.0,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,1342.0,1682.0,GasA,Ex,Y,SBrkr,1700,0,0,1700,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2.0,544.0,TA,TA,Y,0,None,None,None,5,2006,WD ,200000,1.0,2,1,215,3
1959,50,RL,78.0,10496,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,844.0,1040.0,GasA,Ex,Y,SBrkr,1168,678,0,1846,3,1,TA,7,Typ,1,Gd,Attchd,1949.0,Unf,1.0,315.0,TA,TA,Y,0,None,GdWo,None,1,2007,WD ,143000,0.0,2,0,0,58
2720,50,RL,0.0,13650,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,554.0,1052.0,GasA,Ex,Y,SBrkr,1252,668,0,1920,4,1,Gd,8,Typ,1,Gd,Attchd,1958.0,Unf,2.0,451.0,TA,TA,Y,0,None,None,None,7,2006,WD ,172500,1.0,2,0,0,48
2170,20,RL,67.0,8308,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,TA,Gd,CBlock,TA,TA,No,115.0,1088.0,GasA,TA,Y,SBrkr,1088,0,0,1088,2,1,TA,4,Typ,0,None,Detchd,2002.0,Unf,2.0,520.0,TA,TA,P,0,None,None,None,6,2007,COD,110000,0.0,1,0,0,44
603,20,RL,0.0,9450,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,TA,CBlock,TA,TA,No,265.0,1040.0,GasA,TA,Y,SBrkr,1362,0,0,1362,3,1,TA,6,Typ,1,Gd,Attchd,1982.0,RFn,3.0,768.0,TA,TA,Y,0,None,MnPrv,None,5,2009,WD ,140000,1.0,1,1,84,52
2113,20,RL,78.0,9317,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1290.0,1314.0,GasA,Gd,Y,SBrkr,1314,0,0,1314,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,440.0,TA,TA,Y,0,None,None,None,3,2007,WD ,176432,0.0,2,1,22,1
1146,20,RL,0.0,7153,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,78.0,1278.0,GasA,Gd,Y,SBrkr,1294,0,0,1294,3,1,Gd,6,Typ,0,None,Attchd,1991.0,RFn,2.0,496.0,TA,TA,Y,0,None,GdWo,None,6,2008,WD ,179200,1.0,2,1,163,17
2105,20,RL,68.0,8814,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,349.0,1274.0,GasA,Ex,Y,SBrkr,1274,0,0,1274,3,1,Gd,6,Typ,0,None,Attchd,2005.0,RFn,2.0,508.0,TA,TA,Y,0,None,None,None,1,2007,New,203000,1.0,2,1,362,2
1786,20,RL,83.0,9849,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,1689.0,1689.0,GasA,Ex,Y,SBrkr,1689,0,0,1689,3,1,Gd,7,Typ,0,None,Attchd,2007.0,RFn,3.0,954.0,TA,TA,Y,0,None,None,None,6,2007,New,248328,0.0,2,1,56,0
961,20,RL,79.0,14463,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,Ex,TA,PConc,Ex,TA,Gd,526.0,1641.0,GasA,Ex,Y,SBrkr,1641,0,0,1641,3,1,Ex,7,Typ,0,None,Attchd,2008.0,Fin,3.0,885.0,TA,TA,Y,0,None,None,None,1,2009,WD ,316500,1.0,2,1,95,1
1405,50,RL,50.0,5190,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,570.0,570.0,GasA,TA,Y,SBrkr,617,462,0,1079,2,1,TA,5,Typ,1,Gd,Attchd,1948.0,Unf,1.0,249.0,TA,TA,Y,0,None,None,None,1,2008,WD ,125600,0.0,1,1,135,60
1324,20,RM,65.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,TA,TA,CBlock,TA,TA,No,784.0,984.0,GasA,Gd,Y,SBrkr,984,0,0,984,2,1,Fa,5,Typ,0,None,Detchd,1959.0,Unf,1.0,308.0,TA,TA,N,0,None,None,None,6,2008,WD ,110000,1.0,1,0,0,49
1986,30,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,4,1920,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,710.0,960.0,GasA,Gd,Y,FuseA,960,0,0,960,2,1,Fa,5,Typ,0,None,Detchd,1997.0,Unf,1.0,308.0,TA,TA,Y,0,None,None,None,7,2007,WD ,108500,0.0,1,1,168,87
307,20,C (all),66.0,8712,Grvl,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,540.0,540.0,GasA,TA,N,FuseA,1044,0,0,1044,2,1,Fa,4,Typ,0,None,Basment,1952.0,Unf,2.0,504.0,TA,TA,N,0,None,None,Shed,6,2010,WD ,55993,0.0,1,0,0,58
180,50,RM,69.0,11851,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,247.0,1027.0,GasA,Ex,Y,SBrkr,1027,606,0,1633,3,1,Gd,7,Typ,1,Gd,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,0,None,None,None,6,2010,WD ,129000,0.0,1,1,226,62
2896,20,RL,54.0,13811,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,92.0,1112.0,GasA,Gd,Y,SBrkr,1137,0,0,1137,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,Unf,2.0,551.0,TA,TA,Y,0,None,None,None,7,2006,WD ,176000,1.0,2,1,125,19
668,20,RL,83.0,10143,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,295.0,TA,TA,CBlock,TA,TA,No,996.0,1380.0,GasA,Fa,Y,SBrkr,1380,0,0,1380,3,1,TA,6,Typ,0,None,Attchd,1963.0,Unf,1.0,364.0,TA,TA,Y,0,None,GdWo,None,6,2009,WD ,154000,0.0,2,1,216,46
1582,20,RL,93.0,18265,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,Plywood,HdBoard,BrkFace,228.0,Gd,Gd,CBlock,Gd,Gd,Av,276.0,1256.0,GasA,Ex,Y,SBrkr,1256,0,0,1256,3,1,Gd,6,Typ,1,Fa,Attchd,1986.0,Unf,2.0,578.0,TA,TA,Y,0,None,None,None,3,2008,WD ,180000,0.0,2,1,282,22
2285,120,RM,44.0,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,268.0,1142.0,GasA,TA,Y,SBrkr,1142,0,0,1142,3,1,TA,6,Typ,1,Po,Attchd,1976.0,Fin,2.0,528.0,TA,TA,Y,0,None,MnPrv,None,8,2007,WD ,134000,1.0,2,1,626,31
2079,20,RL,84.0,12615,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,725.0,1202.0,GasA,TA,Y,SBrkr,2158,0,0,2158,4,1,Gd,7,Typ,1,Gd,Attchd,1950.0,Unf,2.0,576.0,TA,TA,Y,0,None,MnPrv,None,6,2007,WD ,243000,1.0,2,1,68,57
2272,20,RL,85.0,14536,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,316.0,1616.0,GasA,Ex,Y,SBrkr,1629,0,0,1629,3,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3.0,808.0,TA,TA,Y,0,None,None,None,11,2007,WD ,270000,1.0,2,1,252,5
2250,20,RL,71.0,9187,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,748.0,1084.0,GasA,TA,Y,SBrkr,1080,0,0,1080,3,1,TA,5,Typ,0,None,Attchd,1983.0,Unf,2.0,484.0,TA,TA,Y,0,None,None,None,6,2007,WD ,134000,0.0,2,1,278,24
502,60,RL,90.0,9900,Pave,None,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,360.0,1347.0,GasA,Ex,Y,SBrkr,1372,1274,0,2646,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3.0,656.0,TA,TA,Y,0,None,None,None,4,2009,WD ,260000,1.0,3,1,544,16
2166,60,RL,64.0,8333,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,738.0,738.0,GasA,Gd,Y,SBrkr,738,753,0,1491,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,TA,Y,0,None,None,None,5,2007,WD ,168675,0.0,3,1,130,1
1622,80,RL,0.0,10147,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,TA,TA,PConc,Gd,TA,No,206.0,392.0,GasA,Gd,Y,SBrkr,924,770,0,1694,3,1,TA,7,Typ,1,TA,BuiltIn,1994.0,Fin,2.0,398.0,TA,TA,Y,0,None,MnPrv,None,3,2007,WD ,160000,0.0,3,1,320,13
1299,50,RM,44.0,5914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,BrkTil,Fa,TA,No,684.0,684.0,GasA,Gd,Y,SBrkr,684,396,0,1080,3,1,Gd,5,Typ,0,None,None,1890.0,None,0.0,0.0,None,None,N,0,None,None,None,9,2008,WD ,95000,0.0,1,1,195,118
832,60,RL,79.0,11646,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,704.0,704.0,GasA,Ex,Y,SBrkr,704,718,0,1422,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,Y,0,None,None,None,7,2009,WD ,173000,0.0,3,1,64,4
2470,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,1293.0,1293.0,GasA,Ex,Y,SBrkr,1301,0,0,1301,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2.0,572.0,TA,TA,Y,0,None,None,None,8,2006,New,187750,1.0,2,1,337,0
1017,60,RL,46.0,20544,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,TA,Gd,CBlock,Gd,TA,No,791.0,791.0,GasA,Gd,Y,SBrkr,1236,857,0,2093,3,1,TA,7,Typ,1,TA,Attchd,1986.0,Fin,2.0,542.0,TA,TA,Y,0,None,MnPrv,None,11,2008,WD ,215000,0.0,3,1,427,22
1384,20,RL,0.0,9981,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,852.0,1073.0,GasA,Gd,Y,SBrkr,1073,0,0,1073,3,1,TA,6,Typ,0,None,Attchd,1967.0,RFn,1.0,270.0,TA,TA,Y,0,None,MnPrv,None,3,2008,WD ,120000,0.0,1,1,90,41
1790,20,RL,70.0,8251,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,Gd,TA,PConc,Gd,Gd,Av,716.0,1494.0,GasA,Ex,Y,SBrkr,1506,0,0,1506,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2.0,672.0,TA,TA,Y,0,None,None,None,4,2007,WD ,249000,1.0,2,1,227,2
2530,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,TA,TA,CBlock,TA,TA,No,713.0,1334.0,GasA,Gd,Y,SBrkr,1334,0,0,1334,3,1,TA,7,Typ,0,None,Attchd,1967.0,RFn,2.0,477.0,TA,TA,Y,0,None,None,None,4,2006,WD ,164500,1.0,2,1,319,39
2893,120,RM,0.0,8239,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1986,1986,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,Gd,TA,CBlock,None,None,None,0.0,0.0,GasA,Gd,Y,SBrkr,1295,0,0,1295,2,1,Gd,5,Typ,0,None,Attchd,1986.0,RFn,1.0,312.0,TA,TA,Y,0,None,None,None,11,2006,WD ,230000,0.0,2,0,0,20
2027,70,RM,0.0,5700,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,336.0,672.0,GasA,Gd,N,FuseA,672,672,0,1344,3,1,Gd,6,Typ,1,Gd,Attchd,1979.0,Unf,2.0,456.0,TA,TA,Y,0,None,GdPrv,None,9,2007,WD ,140000,1.0,2,1,70,78
683,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,0.0,732.0,GasA,TA,Y,SBrkr,732,0,0,732,2,1,TA,4,Typ,0,None,Detchd,1952.0,Unf,1.0,240.0,TA,TA,Y,0,None,None,None,9,2009,WD ,118900,1.0,1,1,68,57
823,20,RL,71.0,9178,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1468.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,1468,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,3.0,904.0,TA,TA,Y,0,None,None,None,6,2009,WD ,239900,0.0,2,1,334,1
2374,120,RL,53.0,4043,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,1975,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,186.0,1069.0,GasA,Gd,Y,SBrkr,1069,0,0,1069,2,1,TA,4,Typ,1,Po,Attchd,1975.0,RFn,2.0,440.0,TA,TA,Y,0,None,None,None,7,2006,WD ,146300,1.0,2,1,280,31
1594,120,RM,0.0,4224,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,271.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,3,1,TA,6,Typ,0,None,Attchd,1975.0,Unf,2.0,499.0,TA,TA,Y,0,None,None,None,6,2008,WD ,124000,0.0,1,1,100,33
2049,190,RL,75.0,11235,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,0.0,925.0,GasA,TA,Y,SBrkr,999,0,0,999,3,1,TA,6,Typ,0,None,Detchd,1963.0,Unf,1.0,308.0,TA,TA,Y,0,None,MnPrv,None,3,2007,WD ,130000,1.0,1,1,216,44
1813,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,1349.0,1349.0,GasA,Ex,Y,SBrkr,1349,0,0,1349,3,1,TA,6,Typ,0,None,Attchd,2000.0,Unf,2.0,539.0,TA,TA,Y,0,None,GdPrv,None,12,2007,WD ,179000,0.0,2,1,175,7
365,20,RL,99.0,11851,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,1424.0,1424.0,GasA,Ex,Y,SBrkr,1442,0,0,1442,3,1,TA,5,Typ,0,None,Attchd,1990.0,RFn,2.0,500.0,TA,TA,Y,0,None,None,None,5,2009,WD ,180500,0.0,2,1,542,19
176,30,RM,47.0,4608,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,747.0,747.0,GasA,TA,Y,SBrkr,747,0,0,747,2,1,TA,4,Typ,0,None,Attchd,1945.0,Unf,1.0,220.0,TA,TA,Y,0,None,None,None,6,2010,WD ,80000,0.0,1,0,0,65
510,20,RL,78.0,9262,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,CemntBd,CmentBd,Stone,194.0,Gd,TA,PConc,Gd,TA,No,1573.0,1573.0,GasA,Ex,Y,SBrkr,1578,0,0,1578,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,840.0,TA,TA,Y,0,None,None,None,5,2009,New,287090,0.0,2,1,36,1
